entity_id,entity_type,district,weather,temperature,timestamp,peak_hour,energy_consumed_kwh,energy_generated_kwh,grid_usage_kwh,energy_price,carbon_emission_kg,anomaly
7330,Apartment,District-D,Sunny,28,2026-06-05 14:55:41,No,42.96,9.81,33.15,0.18,14.92,No
7331,House,District-E,Cloudy,26,2026-05-22 07:55:41,Yes,14.09,0.08,14.01,0.23,6.3,No
7332,Apartment,District-E,Sunny,40,2026-05-21 11:55:41,No,68.3,19.19,49.11,0.19,22.1,No
7333,School,District-E,Rainy,43,2026-05-13 02:55:41,No,210.68,58.97,151.71,0.36,68.27,No
7334,Office,District-B,Sunny,29,2026-05-23 20:55:41,Yes,210.26,19.49,190.77,0.19,85.85,No
7335,Office,District-C,Rainy,41,2026-05-12 09:55:41,Yes,191.98,13.15,178.83,0.25,80.47,No
7336,School,District-B,Cloudy,16,2026-05-15 15:55:41,No,164.41,46.54,117.87,0.31,53.04,No
7337,House,District-A,Rainy,23,2026-05-21 23:55:41,No,22.92,10.86,12.06,0.33,5.43,No
7338,Factory,District-D,Rainy,44,2026-05-31 17:55:41,Yes,3914.45,455.11,3459.34,0.4,1556.7,No
7339,Factory,District-B,Cloudy,24,2026-05-16 14:55:41,No,2359.49,885.15,1474.34,0.18,663.45,No
7340,University,District-E,Cloudy,41,2026-05-23 14:55:41,No,231.21,21.69,209.52,0.29,94.28,No
7341,University,District-E,Cloudy,32,2026-06-05 17:55:41,Yes,297.4,72.19,225.21,0.3,101.34,No
7342,Factory,District-B,Cloudy,22,2026-05-20 07:55:41,Yes,1201.36,246.93,954.43,0.22,429.49,No
7343,University,District-A,Cloudy,45,2026-06-03 03:55:41,No,497.51,152.08,345.43,0.28,155.44,No
7344,Hospital,District-C,Windy,33,2026-05-11 16:55:41,No,565.46,107.79,457.67,0.36,205.95,No
7345,University,District-D,Windy,38,2026-05-20 00:55:41,No,475.53,96.72,378.81,0.28,170.46,No
7346,Factory,District-D,Rainy,38,2026-05-11 08:55:41,Yes,3069.69,903.95,2165.74,0.15,974.58,No
7347,Apartment,District-B,Windy,20,2026-06-02 16:55:41,No,20.11,0.97,19.14,0.36,8.61,No
7348,School,District-D,Cloudy,42,2026-05-23 02:55:41,No,269.51,14.49,255.02,0.28,114.76,No
7349,House,District-B,Sunny,35,2026-06-04 07:55:41,Yes,25.58,2.85,22.73,0.34,10.23,No
7350,SolarFarm,District-C,Sunny,30,2026-05-27 16:55:41,No,274.39,5489.59,0,0.29,0.0,No
7351,Apartment,District-A,Windy,19,2026-05-30 18:55:41,Yes,51.64,6.15,45.49,0.34,20.47,No
7352,Office,District-D,Windy,36,2026-05-29 13:55:41,No,254.47,101.44,153.03,0.34,68.86,No
7353,School,District-C,Sunny,44,2026-06-02 01:55:41,No,152.64,6.12,146.52,0.25,65.93,No
7354,Office,District-C,Windy,43,2026-05-10 16:55:41,No,393.78,152.78,241.0,0.34,108.45,No
7355,Office,District-D,Rainy,32,2026-06-02 03:55:41,No,220.73,57.22,163.51,0.34,73.58,No
7356,House,District-A,Windy,24,2026-05-07 17:55:41,Yes,29.44,6.53,22.91,0.23,10.31,No
7357,Hospital,District-A,Cloudy,42,2026-05-13 01:55:41,No,535.02,244.75,290.27,0.22,130.62,No
7358,University,District-C,Sunny,45,2026-05-21 21:55:41,Yes,588.51,275.5,313.01,0.24,140.85,No
7359,Hospital,District-A,Cloudy,34,2026-05-19 11:55:41,No,771.31,200.28,571.03,0.39,256.96,No
7360,Factory,District-B,Cloudy,40,2026-05-17 05:55:41,No,1177.63,622.64,554.99,0.28,249.75,No
7361,House,District-D,Rainy,28,2026-05-13 08:55:41,Yes,30.99,8.93,22.06,0.34,9.93,No
7362,School,District-A,Windy,20,2026-05-07 21:55:41,Yes,325.31,6.24,319.07,0.39,143.58,No
7363,House,District-C,Windy,30,2026-06-01 08:55:41,Yes,23.38,11.74,11.64,0.38,5.24,No
7364,Hospital,District-E,Windy,44,2026-05-21 15:55:41,No,976.19,164.76,811.43,0.2,365.14,Yes
7365,Hospital,District-D,Rainy,31,2026-05-31 06:55:41,No,567.13,253.06,314.07,0.27,141.33,No
7366,Factory,District-C,Windy,32,2026-05-25 23:55:41,No,828.67,145.32,683.35,0.24,307.51,No
7367,School,District-A,Cloudy,28,2026-05-21 19:55:41,Yes,287.33,0.62,286.71,0.19,129.02,No
7368,Hospital,District-C,Rainy,43,2026-05-24 15:55:41,No,672.17,294.7,377.47,0.28,169.86,No
7369,School,District-C,Windy,32,2026-06-02 06:55:41,No,140.14,20.06,120.08,0.26,54.04,No
7370,SolarFarm,District-D,Sunny,23,2026-05-09 12:55:41,No,297.7,5577.24,0,0.39,0.0,No
7371,Hospital,District-A,Windy,15,2026-05-14 12:55:41,No,300.17,21.77,278.4,0.17,125.28,No
7372,Apartment,District-C,Cloudy,31,2026-05-15 18:55:41,Yes,50.15,21.31,28.84,0.23,12.98,No
7373,Factory,District-B,Windy,45,2026-05-28 23:55:41,No,2896.44,1500.04,1396.4,0.28,628.38,No
7374,Apartment,District-E,Cloudy,22,2026-05-25 12:55:41,No,41.91,16.62,25.29,0.15,11.38,No
7375,School,District-E,Rainy,19,2026-05-16 01:55:41,No,243.58,60.95,182.63,0.23,82.18,No
7376,Office,District-B,Cloudy,23,2026-05-09 00:55:41,No,245.94,79.41,166.53,0.31,74.94,No
7377,House,District-A,Windy,28,2026-06-06 00:55:41,No,16.01,5.23,10.78,0.31,4.85,No
7378,House,District-E,Windy,43,2026-05-07 18:55:41,Yes,9.95,5.1,4.85,0.17,2.18,No
7379,Hospital,District-D,Rainy,38,2026-05-22 09:55:41,Yes,727.46,16.02,711.44,0.18,320.15,No
7380,Office,District-D,Sunny,38,2026-06-02 08:55:41,Yes,457.56,107.51,350.05,0.22,157.52,No
7381,Factory,District-C,Rainy,19,2026-05-28 16:55:41,No,1053.21,55.56,997.65,0.28,448.94,No
7382,SolarFarm,District-E,Sunny,26,2026-05-21 18:55:41,Yes,508.85,4766.67,0,0.34,0.0,No
7383,Hospital,District-C,Windy,39,2026-05-31 13:55:41,No,909.74,191.99,717.75,0.33,322.99,No
7384,University,District-E,Sunny,35,2026-05-29 11:55:41,No,207.56,25.05,182.51,0.29,82.13,No
7385,Hospital,District-B,Windy,23,2026-05-14 23:55:41,No,577.79,304.46,273.33,0.21,123.0,No
7386,House,District-E,Windy,29,2026-05-18 09:55:41,Yes,14.39,1.29,13.1,0.22,5.89,No
7387,University,District-E,Windy,32,2026-06-04 07:55:41,Yes,311.28,14.67,296.61,0.33,133.47,No
7388,Office,District-E,Windy,26,2026-05-17 19:55:41,Yes,403.35,165.0,238.35,0.37,107.26,No
7389,School,District-E,Rainy,45,2026-05-19 07:55:41,Yes,223.05,59.86,163.19,0.26,73.44,No
7390,University,District-E,Sunny,40,2026-05-25 06:55:41,No,469.98,267.17,202.81,0.15,91.26,No
7391,SolarFarm,District-A,Cloudy,40,2026-06-05 18:55:41,Yes,224.83,1947.8,0,0.34,0.0,No
7392,University,District-C,Cloudy,37,2026-05-29 04:55:41,No,269.64,112.59,157.05,0.27,70.67,No
7393,House,District-E,Sunny,39,2026-05-08 03:55:41,No,11.84,6.49,5.35,0.3,2.41,No
7394,Hospital,District-E,Sunny,32,2026-05-25 01:55:41,No,628.02,348.19,279.83,0.29,125.92,No
7395,School,District-B,Sunny,30,2026-05-13 20:55:41,Yes,169.89,18.14,151.75,0.34,68.29,No
7396,School,District-A,Rainy,28,2026-05-10 10:55:41,Yes,370.58,214.76,155.82,0.26,70.12,No
7397,Hospital,District-B,Sunny,26,2026-05-07 21:55:41,Yes,462.02,25.15,436.87,0.25,196.59,No
7398,SolarFarm,District-A,Windy,35,2026-05-22 05:55:41,No,139.06,5060.16,0,0.37,0.0,No
7399,School,District-A,Cloudy,32,2026-05-22 05:55:41,No,107.94,36.14,71.8,0.24,32.31,No
7400,Factory,District-B,Rainy,21,2026-06-01 19:55:41,Yes,3841.2,103.93,3737.27,0.22,1681.77,No
7401,Apartment,District-A,Cloudy,16,2026-06-01 19:55:41,Yes,95.29,32.0,63.29,0.2,28.48,No
7402,School,District-B,Windy,18,2026-05-08 12:55:41,No,107.77,22.62,85.15,0.19,38.32,No
7403,SolarFarm,District-C,Sunny,36,2026-05-12 02:55:41,No,190.15,7855.6,0,0.21,0.0,Yes
7404,School,District-D,Cloudy,41,2026-05-08 12:55:41,No,297.29,14.04,283.25,0.38,127.46,No
7405,House,District-C,Windy,44,2026-05-30 22:55:41,Yes,20.41,1.39,19.02,0.22,8.56,No
7406,Apartment,District-E,Cloudy,35,2026-05-18 21:55:41,Yes,97.54,18.34,79.2,0.3,35.64,No
7407,Office,District-B,Cloudy,20,2026-05-17 20:55:41,Yes,321.96,142.03,179.93,0.39,80.97,No
7408,School,District-A,Windy,35,2026-05-31 11:55:41,No,283.61,14.59,269.02,0.17,121.06,No
7409,Apartment,District-D,Sunny,37,2026-05-22 03:55:41,No,50.23,8.7,41.53,0.23,18.69,No
7410,House,District-E,Sunny,33,2026-05-13 13:55:41,No,13.74,0.41,13.33,0.22,6.0,No
7411,Apartment,District-C,Windy,43,2026-05-30 11:55:41,No,73.72,37.62,36.1,0.36,16.25,No
7412,Hospital,District-C,Sunny,25,2026-06-03 04:55:41,No,711.95,252.08,459.87,0.29,206.94,No
7413,School,District-A,Cloudy,19,2026-05-13 12:55:41,No,140.34,82.29,58.05,0.26,26.12,No
7414,House,District-B,Rainy,24,2026-06-02 11:55:41,No,17.42,8.49,8.93,0.29,4.02,No
7415,School,District-D,Windy,16,2026-05-29 05:55:41,No,130.68,47.83,82.85,0.25,37.28,No
7416,Apartment,District-E,Rainy,22,2026-05-12 14:55:41,No,80.8,38.74,42.06,0.3,18.93,No
7417,University,District-A,Sunny,28,2026-05-12 19:55:41,Yes,318.05,22.52,295.53,0.39,132.99,No
7418,Office,District-C,Cloudy,18,2026-05-27 01:55:41,No,316.24,188.9,127.34,0.26,57.3,No
7419,House,District-B,Rainy,36,2026-05-09 15:55:41,No,42.62,18.45,24.17,0.27,10.88,No
7420,University,District-A,Rainy,45,2026-05-14 01:55:41,No,428.35,45.51,382.84,0.39,172.28,No
7421,Hospital,District-B,Sunny,35,2026-05-25 05:55:41,No,539.15,258.97,280.18,0.34,126.08,No
7422,House,District-E,Sunny,39,2026-05-10 23:55:41,No,18.77,6.23,12.54,0.35,5.64,No
7423,House,District-E,Rainy,40,2026-05-22 07:55:41,Yes,19.41,4.39,15.02,0.32,6.76,No
7424,University,District-E,Cloudy,33,2026-05-27 06:55:41,No,243.46,141.64,101.82,0.33,45.82,No
7425,School,District-A,Cloudy,43,2026-05-15 18:55:41,Yes,345.39,24.46,320.93,0.36,144.42,No
7426,House,District-D,Rainy,24,2026-06-04 05:55:41,No,24.93,2.31,22.62,0.37,10.18,No
7427,Apartment,District-E,Sunny,40,2026-05-14 21:55:41,Yes,94.2,18.7,75.5,0.38,33.98,No
7428,SolarFarm,District-C,Sunny,24,2026-06-04 13:55:41,No,381.08,5128.51,0,0.38,0.0,No
7429,Apartment,District-D,Windy,36,2026-05-21 13:55:41,No,29.49,0.59,28.9,0.22,13.0,No
7430,Hospital,District-C,Cloudy,15,2026-05-10 14:55:41,No,938.34,172.19,766.15,0.38,344.77,No
7431,House,District-B,Sunny,36,2026-05-27 00:55:41,No,38.57,5.47,33.1,0.34,14.9,No
7432,SolarFarm,District-C,Sunny,18,2026-05-19 12:55:41,No,465.15,8935.45,0,0.18,0.0,No
7433,SolarFarm,District-A,Windy,34,2026-05-21 20:55:41,Yes,547.94,1537.0,0,0.22,0.0,No
7434,Hospital,District-D,Rainy,38,2026-05-21 23:55:41,No,962.98,35.52,927.46,0.2,417.36,No
7435,Apartment,District-D,Rainy,33,2026-05-12 02:55:41,No,85.55,28.73,56.82,0.16,25.57,No
7436,SolarFarm,District-D,Windy,17,2026-06-05 20:55:41,Yes,622.34,7748.29,0,0.2,0.0,No
7437,Office,District-C,Sunny,21,2026-05-15 18:55:41,Yes,239.96,121.62,118.34,0.29,53.25,No
7438,Office,District-A,Cloudy,37,2026-05-17 11:55:41,No,201.12,105.66,95.46,0.2,42.96,No
7439,Office,District-A,Windy,33,2026-05-27 10:55:41,Yes,265.91,106.61,159.3,0.26,71.69,No
7440,Factory,District-C,Windy,23,2026-05-15 00:55:41,No,1771.56,882.43,889.13,0.36,400.11,No
7441,University,District-D,Windy,43,2026-05-24 09:55:41,Yes,498.71,201.68,297.03,0.28,133.66,No
7442,House,District-B,Sunny,44,2026-05-29 13:55:41,No,34.4,18.56,15.84,0.35,7.13,No
7443,Hospital,District-D,Cloudy,40,2026-05-12 20:55:41,Yes,1035.03,543.39,491.64,0.29,221.24,No
7444,University,District-B,Rainy,37,2026-06-06 03:55:41,No,253.64,15.97,237.67,0.38,106.95,No
7445,SolarFarm,District-D,Sunny,34,2026-05-29 19:55:41,Yes,332.65,3810.87,0,0.29,0.0,No
7446,University,District-B,Rainy,26,2026-05-16 15:55:41,No,402.49,32.22,370.27,0.31,166.62,No
7447,SolarFarm,District-E,Sunny,16,2026-06-01 11:55:41,No,303.2,4104.77,0,0.33,0.0,No
7448,Factory,District-C,Cloudy,16,2026-05-30 16:55:41,No,2474.37,1193.58,1280.79,0.37,576.36,No
7449,House,District-A,Rainy,26,2026-05-11 22:55:41,Yes,47.42,17.13,30.29,0.17,13.63,No
7450,SolarFarm,District-D,Cloudy,26,2026-05-20 03:55:41,No,322.11,5604.75,0,0.19,0.0,No
7451,University,District-B,Cloudy,44,2026-05-24 00:55:41,No,351.63,66.16,285.47,0.28,128.46,No
7452,House,District-B,Windy,16,2026-05-15 15:55:41,No,12.28,1.28,11.0,0.37,4.95,Yes
7453,University,District-B,Rainy,26,2026-05-16 20:55:41,Yes,465.96,144.61,321.35,0.26,144.61,No
7454,Apartment,District-B,Windy,34,2026-05-14 09:55:41,Yes,93.85,0.77,93.08,0.16,41.89,No
7455,House,District-B,Rainy,40,2026-05-15 03:55:41,No,12.58,4.62,7.96,0.32,3.58,No
7456,Apartment,District-A,Rainy,34,2026-05-18 04:55:41,No,45.72,14.51,31.21,0.31,14.04,No
7457,Factory,District-D,Windy,18,2026-06-04 21:55:41,Yes,1736.65,180.17,1556.48,0.38,700.42,No
7458,Apartment,District-E,Windy,23,2026-05-31 10:55:41,Yes,98.38,6.72,91.66,0.39,41.25,No
7459,Factory,District-E,Sunny,25,2026-05-19 20:55:41,Yes,1973.62,1011.85,961.77,0.34,432.8,No
7460,University,District-B,Windy,40,2026-05-14 07:55:41,Yes,493.43,254.75,238.68,0.26,107.41,No
7461,House,District-E,Sunny,37,2026-05-19 19:55:41,Yes,26.31,3.42,22.89,0.26,10.3,No
7462,Apartment,District-D,Rainy,32,2026-05-29 21:55:41,Yes,34.66,12.13,22.53,0.27,10.14,Yes
7463,Apartment,District-C,Windy,45,2026-06-03 07:55:41,Yes,85.46,20.18,65.28,0.34,29.38,No
7464,House,District-E,Cloudy,36,2026-05-30 13:55:41,No,11.92,6.3,5.62,0.28,2.53,No
7465,SolarFarm,District-A,Rainy,43,2026-05-19 02:55:41,No,182.08,2438.3,0,0.23,0.0,No
7466,Hospital,District-B,Sunny,19,2026-05-31 22:55:41,Yes,652.35,252.05,400.3,0.18,180.14,No
7467,School,District-D,Windy,37,2026-05-26 11:55:41,No,100.24,39.73,60.51,0.3,27.23,No
7468,Factory,District-C,Windy,21,2026-05-21 16:55:41,No,1663.01,539.9,1123.11,0.4,505.4,No
7469,Hospital,District-C,Rainy,17,2026-06-05 05:55:41,No,488.46,95.53,392.93,0.2,176.82,No
7470,House,District-B,Sunny,33,2026-06-02 08:55:41,Yes,38.46,1.35,37.11,0.17,16.7,No
7471,SolarFarm,District-C,Windy,36,2026-06-01 01:55:41,No,144.57,6019.35,0,0.15,0.0,No
7472,School,District-D,Rainy,38,2026-05-26 13:55:41,No,183.09,68.41,114.68,0.36,51.61,No
7473,School,District-C,Cloudy,26,2026-05-14 16:55:41,No,132.2,78.28,53.92,0.38,24.26,No
7474,SolarFarm,District-D,Cloudy,37,2026-06-03 22:55:41,Yes,512.59,1894.84,0,0.21,0.0,No
7475,Office,District-A,Cloudy,19,2026-05-20 20:55:41,Yes,256.44,89.42,167.02,0.21,75.16,No
7476,Factory,District-C,Cloudy,16,2026-05-11 06:55:41,No,2861.51,1694.6,1166.91,0.32,525.11,No
7477,University,District-C,Windy,36,2026-06-03 12:55:41,No,303.45,141.13,162.32,0.37,73.04,No
7478,Apartment,District-D,Sunny,41,2026-05-27 12:55:41,No,35.12,7.83,27.29,0.2,12.28,No
7479,Factory,District-B,Sunny,36,2026-06-03 07:55:41,Yes,2061.06,972.92,1088.14,0.27,489.66,No
7480,Hospital,District-D,Cloudy,35,2026-05-08 00:55:41,No,651.56,234.0,417.56,0.32,187.9,No
7481,University,District-A,Windy,22,2026-05-19 02:55:41,No,296.23,61.9,234.33,0.38,105.45,No
7482,Apartment,District-D,Rainy,18,2026-05-15 14:55:41,No,62.25,6.64,55.61,0.33,25.02,No
7483,Office,District-B,Windy,30,2026-05-11 00:55:41,No,108.49,4.04,104.45,0.19,47.0,Yes
7484,Office,District-A,Rainy,17,2026-06-03 14:55:41,No,290.91,164.64,126.27,0.23,56.82,No
7485,SolarFarm,District-D,Windy,31,2026-05-29 05:55:41,No,142.21,7054.36,0,0.33,0.0,No
7486,University,District-C,Cloudy,28,2026-05-31 11:55:41,No,376.82,22.42,354.4,0.23,159.48,No
7487,School,District-E,Sunny,35,2026-06-05 13:55:41,No,203.63,14.39,189.24,0.35,85.16,No
7488,Factory,District-D,Rainy,17,2026-06-04 11:55:41,No,1194.43,344.1,850.33,0.15,382.65,No
7489,House,District-C,Cloudy,17,2026-05-21 01:55:41,No,26.34,1.37,24.97,0.15,11.24,No
7490,Factory,District-C,Windy,25,2026-05-16 14:55:41,No,2964.23,1494.58,1469.65,0.18,661.34,No
7491,Apartment,District-C,Sunny,31,2026-06-01 11:55:41,No,73.02,30.21,42.81,0.3,19.26,No
7492,Office,District-E,Sunny,32,2026-06-05 11:55:41,No,391.96,173.38,218.58,0.26,98.36,No
7493,Hospital,District-B,Rainy,17,2026-05-15 14:55:41,No,903.41,357.29,546.12,0.3,245.75,No
7494,School,District-C,Windy,18,2026-05-31 02:55:41,No,208.49,56.08,152.41,0.31,68.58,No
7495,Apartment,District-D,Windy,37,2026-05-13 04:55:41,No,48.97,15.29,33.68,0.39,15.16,No
7496,Factory,District-D,Rainy,45,2026-05-21 14:55:41,No,1625.82,133.99,1491.83,0.39,671.32,No
7497,University,District-A,Rainy,35,2026-05-23 08:55:41,Yes,286.98,45.09,241.89,0.18,108.85,No
7498,Factory,District-D,Cloudy,21,2026-05-15 08:55:41,Yes,1279.09,379.24,899.85,0.17,404.93,No
7499,Hospital,District-A,Windy,20,2026-06-04 06:55:41,No,381.54,124.18,257.36,0.38,115.81,Yes
7500,SolarFarm,District-A,Rainy,23,2026-05-30 21:55:41,Yes,202.92,2119.05,0,0.24,0.0,No
7501,Office,District-A,Sunny,38,2026-06-06 00:55:41,No,295.63,45.66,249.97,0.31,112.49,No
7502,University,District-D,Sunny,32,2026-06-03 05:55:41,No,422.37,145.32,277.05,0.28,124.67,No
7503,House,District-C,Cloudy,24,2026-06-03 00:55:41,No,13.13,5.35,7.78,0.37,3.5,No
7504,House,District-C,Cloudy,39,2026-06-05 08:55:41,Yes,11.92,3.93,7.99,0.21,3.6,No
7505,Office,District-A,Sunny,31,2026-05-31 14:55:41,No,337.35,103.08,234.27,0.28,105.42,No
7506,Factory,District-D,Sunny,38,2026-05-16 11:55:41,No,1956.56,995.18,961.38,0.33,432.62,Yes
7507,House,District-C,Cloudy,30,2026-05-17 09:55:41,Yes,27.1,16.18,10.92,0.29,4.91,No
7508,Factory,District-A,Windy,34,2026-05-20 09:55:41,Yes,1003.97,358.88,645.09,0.2,290.29,No
7509,University,District-C,Windy,43,2026-05-16 05:55:41,No,457.44,168.78,288.66,0.3,129.9,No
7510,Factory,District-E,Sunny,20,2026-05-17 18:55:41,Yes,1738.33,539.17,1199.16,0.31,539.62,No
7511,Apartment,District-D,Windy,20,2026-05-08 15:55:41,No,44.6,17.2,27.4,0.25,12.33,Yes
7512,Office,District-E,Windy,28,2026-05-31 03:55:41,No,303.61,111.86,191.75,0.22,86.29,No
7513,Apartment,District-C,Cloudy,24,2026-05-08 06:55:41,No,68.78,27.17,41.61,0.27,18.72,No
7514,SolarFarm,District-A,Rainy,19,2026-05-29 22:55:41,Yes,397.36,2441.59,0,0.34,0.0,Yes
7515,Apartment,District-A,Rainy,37,2026-05-14 19:55:41,Yes,64.45,22.89,41.56,0.3,18.7,No
7516,Apartment,District-A,Rainy,37,2026-05-24 10:55:41,Yes,96.43,11.98,84.45,0.36,38.0,No
7517,Apartment,District-D,Windy,24,2026-05-13 20:55:41,Yes,56.08,17.46,38.62,0.17,17.38,No
7518,University,District-C,Cloudy,16,2026-05-28 23:55:41,No,408.81,36.17,372.64,0.39,167.69,No
7519,SolarFarm,District-A,Rainy,42,2026-05-29 19:55:41,Yes,455.85,2150.99,0,0.15,0.0,No
7520,Apartment,District-E,Windy,25,2026-05-07 22:55:41,Yes,27.0,0.29,26.71,0.34,12.02,No
7521,SolarFarm,District-E,Windy,23,2026-05-29 01:55:41,No,495.91,3605.72,0,0.26,0.0,No
7522,Factory,District-C,Rainy,40,2026-05-11 01:55:41,No,1981.78,217.89,1763.89,0.35,793.75,No
7523,House,District-B,Rainy,19,2026-05-21 10:55:41,Yes,54.73,4.84,49.89,0.24,22.45,No
7524,School,District-B,Windy,37,2026-05-26 09:55:41,Yes,332.66,48.92,283.74,0.33,127.68,No
7525,Factory,District-E,Rainy,15,2026-06-04 09:55:41,Yes,2174.98,609.97,1565.01,0.27,704.25,No
7526,Factory,District-A,Rainy,28,2026-06-02 20:55:41,Yes,1197.23,352.68,844.55,0.29,380.05,No
7527,SolarFarm,District-C,Windy,35,2026-06-03 06:55:41,No,312.87,806.66,0,0.31,0.0,No
7528,University,District-E,Windy,40,2026-05-23 19:55:41,Yes,268.59,132.87,135.72,0.29,61.07,Yes
7529,SolarFarm,District-E,Rainy,34,2026-06-02 03:55:41,No,327.54,2477.8,0,0.39,0.0,No
7530,Apartment,District-C,Rainy,27,2026-05-30 05:55:41,No,77.26,28.68,48.58,0.23,21.86,No
7531,School,District-E,Windy,17,2026-05-23 04:55:41,No,284.29,18.76,265.53,0.26,119.49,No
7532,SolarFarm,District-D,Rainy,29,2026-05-08 14:55:41,No,482.61,2325.23,0,0.28,0.0,No
7533,SolarFarm,District-B,Sunny,16,2026-05-16 04:55:41,No,116.89,1531.82,0,0.24,0.0,No
7534,School,District-B,Cloudy,16,2026-06-03 23:55:41,No,190.29,63.45,126.84,0.39,57.08,No
7535,University,District-D,Windy,25,2026-05-26 15:55:41,No,324.29,97.03,227.26,0.17,102.27,No
7536,Office,District-A,Sunny,16,2026-05-14 07:55:41,Yes,411.62,202.29,209.33,0.18,94.2,No
7537,Office,District-B,Windy,44,2026-06-01 09:55:41,Yes,411.84,110.67,301.17,0.34,135.53,No
7538,School,District-D,Windy,44,2026-05-10 13:55:41,No,112.65,1.28,111.37,0.27,50.12,No
7539,Factory,District-C,Windy,45,2026-05-20 01:55:41,No,2367.73,1330.07,1037.66,0.4,466.95,No
7540,Apartment,District-A,Cloudy,35,2026-06-01 11:55:41,No,38.21,6.42,31.79,0.24,14.31,No
7541,Apartment,District-D,Sunny,45,2026-05-12 01:55:41,No,37.07,14.14,22.93,0.23,10.32,No
7542,Factory,District-B,Windy,22,2026-05-19 07:55:41,Yes,1863.41,916.36,947.05,0.19,426.17,Yes
7543,Hospital,District-C,Windy,26,2026-06-01 02:55:41,No,368.23,142.1,226.13,0.28,101.76,No
7544,University,District-D,Cloudy,31,2026-05-09 03:55:41,No,434.22,249.59,184.63,0.21,83.08,No
7545,Hospital,District-D,Cloudy,32,2026-05-13 09:55:41,Yes,933.45,205.7,727.75,0.39,327.49,No
7546,Office,District-A,Cloudy,37,2026-05-07 13:55:41,No,235.16,90.53,144.63,0.25,65.08,No
7547,Factory,District-D,Sunny,35,2026-05-21 23:55:41,No,1892.5,185.73,1706.77,0.16,768.05,No
7548,Apartment,District-D,Cloudy,32,2026-05-20 10:55:41,Yes,78.15,37.58,40.57,0.3,18.26,No
7549,SolarFarm,District-B,Cloudy,37,2026-05-30 20:55:41,Yes,367.19,5180.05,0,0.37,0.0,No
7550,School,District-C,Sunny,25,2026-05-29 17:55:41,Yes,308.3,136.51,171.79,0.23,77.31,No
7551,House,District-B,Cloudy,19,2026-05-14 15:55:41,No,30.61,14.83,15.78,0.31,7.1,No
7552,SolarFarm,District-B,Cloudy,41,2026-05-19 04:55:41,No,171.27,2851.69,0,0.23,0.0,No
7553,SolarFarm,District-A,Cloudy,28,2026-05-14 15:55:41,No,205.53,5283.51,0,0.19,0.0,No
7554,House,District-B,Sunny,23,2026-05-10 17:55:41,Yes,37.08,6.54,30.54,0.25,13.74,No
7555,SolarFarm,District-D,Windy,26,2026-05-23 15:55:41,No,492.97,2857.99,0,0.32,0.0,Yes
7556,House,District-D,Sunny,38,2026-05-17 06:55:41,No,28.9,9.36,19.54,0.38,8.79,No
7557,Office,District-D,Windy,15,2026-05-09 04:55:41,No,263.05,25.69,237.36,0.17,106.81,No
7558,Apartment,District-B,Windy,43,2026-05-16 11:55:41,No,24.64,5.73,18.91,0.16,8.51,No
7559,Apartment,District-B,Cloudy,28,2026-05-20 04:55:41,No,72.37,19.74,52.63,0.29,23.68,No
7560,Office,District-B,Cloudy,39,2026-05-30 05:55:41,No,149.29,29.87,119.42,0.38,53.74,No
7561,Factory,District-B,Cloudy,39,2026-05-23 15:55:41,No,1786.29,406.87,1379.42,0.21,620.74,No
7562,Office,District-E,Windy,15,2026-05-21 02:55:41,No,332.07,44.96,287.11,0.26,129.2,Yes
7563,House,District-A,Rainy,35,2026-05-24 01:55:41,No,30.22,10.58,19.64,0.17,8.84,No
7564,SolarFarm,District-A,Cloudy,17,2026-06-04 00:55:41,No,352.0,2571.42,0,0.17,0.0,No
7565,House,District-A,Sunny,32,2026-05-18 21:55:41,Yes,19.3,3.35,15.95,0.2,7.18,No
7566,Apartment,District-B,Cloudy,36,2026-06-03 03:55:41,No,64.6,17.91,46.69,0.34,21.01,No
7567,Apartment,District-C,Sunny,41,2026-05-21 11:55:41,No,70.67,40.59,30.08,0.38,13.54,No
7568,University,District-B,Sunny,45,2026-06-04 23:55:41,No,239.51,54.56,184.95,0.25,83.23,No
7569,SolarFarm,District-C,Cloudy,24,2026-05-11 11:55:41,No,214.9,629.55,0,0.29,0.0,No
7570,School,District-E,Cloudy,36,2026-05-14 00:55:41,No,181.6,9.91,171.69,0.34,77.26,No
7571,University,District-E,Sunny,21,2026-05-13 20:55:41,Yes,290.51,11.97,278.54,0.23,125.34,No
7572,University,District-C,Rainy,15,2026-05-22 12:55:41,No,241.7,43.14,198.56,0.32,89.35,No
7573,SolarFarm,District-D,Rainy,29,2026-05-09 03:55:41,No,538.92,591.29,0,0.33,0.0,No
7574,Office,District-A,Cloudy,19,2026-05-20 09:55:41,Yes,422.33,55.43,366.9,0.24,165.1,No
7575,Hospital,District-E,Sunny,34,2026-05-27 14:55:41,No,732.77,175.49,557.28,0.2,250.78,No
7576,House,District-E,Windy,27,2026-05-24 07:55:41,Yes,23.68,5.18,18.5,0.19,8.33,No
7577,House,District-E,Rainy,34,2026-05-30 01:55:41,No,43.89,8.09,35.8,0.23,16.11,No
7578,SolarFarm,District-A,Cloudy,17,2026-05-27 17:55:41,Yes,538.85,3096.4,0,0.35,0.0,No
7579,Hospital,District-D,Windy,18,2026-05-10 14:55:41,No,497.07,222.82,274.25,0.36,123.41,No
